ticker,company name,short name,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3
VSEC,VSE Corporation,VSE,Engineering & Construction,"VSE Corp is a diversified services and supply chain management company. It provides logistics and distribution services for legacy systems and equipment. It also provides parts, supply-chain solutions, and other services for aviation jet aircraft engines.",http://www.vsecorp.com,VSEC.png,Maurice A. Gauthier,Nasdaq Global Select,360110203,Industrials,Industrials,Engineering & Construction,
VSH,Vishay Intertechnology Inc.,Vishay Intertechnology,Semiconductors,"Vishay Intertechnology Inc manufactures and supplies discrete semiconductors and passive components. The semiconductors include MOSFETs, diodes, and optoelectronic components. The passive components include resistive products, capacitors, and inductors.",http://www.vishay.com,VSH.png,Gerald Paul,New York Stock Exchange,3117931370,Technology,Technology,Semiconductors,
VSI,Vitamin Shoppe Inc,Vitamin Shoppe,Retail - Apparel & Specialty,"Vitamin Shoppe Inc is a specialty retailer and contract manufacturer of nutritional products. It offers vitamins, minerals, specialty supplements, herbs, sports nutrition, under brands such as The Vitamin Shoppe, BodyTech, True Athlete, and MyTrition.",http://www.vitaminshoppe.com,VSI.png,Sharon M. Leite,New York Stock Exchange,119140668,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty
VSLR,Vivint Solar Inc.,Vivint Solar,Semiconductors,"Vivint Solar Inc offers distributed solar energy to residential customers based on long-term customer contracts, such as power purchase agreements or lease the solar energy systems.",http://www.vivintsolar.com,VSLR.png,David Bywater,New York Stock Exchange,528587250,Technology,Technology,Solar,Semiconductors
VSM,Versum Materials Inc.,Versum Materials,Chemicals,"Versum Materials Inc is a provider of electronic materials for the integrated circuit and flat-panel display markets. It supplies specialty chemicals and materials, high-purity specialty gases, proprietary delivery systems, and related services.",https://www.versummaterials.com,VSM.png,Guillermo Novo,New York Stock Exchange,4041476885,Basic Materials,Basic Materials,Chemicals,
VSS,Vanguard FTSE All-Wld ex-US SmCp Idx,Vanguard FTSE All-Wld ex-US SmCp Idx,,"The investment seeks to track the performance of a benchmark index that measures the investment return of stocks of international small-cap companies.
 The fund employs an indexing investment approach designed to track the performance of the FTSE Global Small Cap ex US Index, a float-adjusted, market-capitalization-weighted index designed to measure equity market performance of international small-capitalization stocks. The index included 3,363 stocks of companies located in 46 countries, including both developed and emerging markets.",http://www.vanguard.com,VSS.png,,NYSE Arca,5138281251,,,,
VST,Vistra Energy Corp.,Vistra Energy,Utilities - Independent Power Producers,"Vistra Energy Corp through its subsidiaries is in electricity market activities including power generation, wholesale energy sales and purchases, commodity risk management and retail sales of electricity to end users.",http://www.vistraenergy.com,VST.png,Curtis Morgan,New York Stock Exchange,12206581012,Utilities,Utilities,Utilities - Independent Power Producers,
VSTM,Verastem Inc.,Verastem,Biotechnology,Verastem Inc is a biopharmaceutical company engaged in discovering and developing drugs to improve outcomes for patients with cancer. Its product candidates include duvelisib and defactinib.,http://www.verastem.com,VSTM.png,Robert Forrester,NASDAQ Global Market,238346041,Healthcare,Healthcare,Biotechnology,
VSTO,Vista Outdoor Inc.,Vista Outdoor,Travel & Leisure,"Vista Outdoor Inc is a U.S. based designer, manufacturer, and marketer of consumer products in the outdoor sports and recreation markets. The company organizes itself into two business segments: Shooting Sports and Outdoor Products.",https://vistaoutdoor.com,VSTO.png,Christopher T. Metz,New York Stock Exchange,603420322,Consumer Cyclical,Consumer Cyclical,Leisure,Travel & Leisure
VT,Vanguard Total World Stock Index,Vanguard Total World Stock Index,,"The investment seeks to track the performance of a benchmark index that measures the investment return of stocks of companies located in developed and emerging markets around the world.
 The fund employs an indexing investment approach designed to track the performance of the FTSE Global All Cap Index, a float-adjusted, market-capitalization-weighted index designed to measure the market performance of large-, mid-, and small-capitalization stocks of companies located around the world. The index included 7,781 stocks of companies located in 41 countries, including both developed and emerging markets.",http://www.vanguard.com,VT.png,,NYSE Arca,12076532149,,,,
VTA,Invesco Credit Opportunities Fund of Beneficial Interest,Invesco Credit Opportunities Fund of Beneficial Interest,Asset Management,"Invesco Dynamic Credit Opportunities Fund is an investment fund. The Fund's investment objective is to seek a high level of current income, with a secondary objective of capital appreciation.",http://www.invesco.com,VTA.png,Sheri Morris,New York Stock Exchange,793549782,Financial Services,Financial Services,Asset Management,
VTGN,VistaGen Therapeutics Inc.,VistaGen Therapeutics,Biotechnology,VistaGen Therapeutics Inc is a clinical-stage biopharmaceutical company that develops and commercializes product candidates for patients with central nervous system diseases. Its product AV-101 is currently being evaluated in a Phase 2 monotherapy study.,http://www.vistagen.com,VTGN.png,Shawn K. Singh,NASDAQ Capital Market,50623260,Healthcare,Healthcare,Biotechnology,
VTHR,Vanguard Russell 3000 ETF,Vanguard Russell 3000 ETF,,"The investment seeks to track the performance of a benchmark index that measures the investment return of the broad U.S. stock market.
 The fund employs an indexing investment approach designed to track the performance of the Russell 3000® Index, which represents approximately 98% of the U.S. equity market and comprises the 3,000 largest companies in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",http://www.vanguard.com,VTHR.png,,NASDAQ Global Market,433958000,,,,
VTI,Vanguard Total Stock Market,Vanguard Total Stock Market,,"The investment seeks to track the performance of a benchmark index that measures the investment return of the overall stock market.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Total Market Index, which represents approximately 100% of the investable U.S. stock market and includes large-, mid-, small-, and micro-cap stocks regularly traded on the New York Stock Exchange and Nasdaq. It invests by sampling the index, meaning that it holds a broadly diversified collection of securities that, in the aggregate, approximates the full index in terms of key characteristics.",http://www.vanguard.com,VTI.png,,NYSE Arca,96986202472,,,,
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,Vanguard Short-Term Inflation-Protected Securities Index Fund,,"The investment seeks to track the performance of a benchmark index that measures the investment return of inflation-protected public obligations of the U.S. Treasury with remaining maturities of less than 5 years.
 The fund employs an indexing investment approach designed to track the performance of the Bloomberg Barclays U.S. Treasury Inflation-Protected Securities (TIPS) 0-5 Year Index. The index is a market-capitalization-weighted index that includes all inflation-protected public obligations issued by the U.S. Treasury with remaining maturities of less than 5 years.",http://www.vanguard.com,VTIP.png,,NASDAQ Global Market,5818551266,,,,
VTIQ,VectoIQ Acquisition Corp.,VectoIQ Acquisition,Conglomerates,VectoIQ Acquisition Corp operates as a blank check company.,,,Stephen J. Girsky,NASDAQ Capital Market,294918000,Industrials,Industrials,Conglomerates,
VTIQW,VectoIQ Acquisition Corp. Warrant,VectoIQ Acquisition Warrant,Conglomerates,VectoIQ Acquisition Corp operates as a blank check company.,,,Stephen J. Girsky,NASDAQ Capital Market,12745200,Industrials,Industrials,Conglomerates,
VTL,Vital Therapies Inc.,Vital Therapies,Biotechnology,Vital Therapies Inc is a biotherapeutic company. The Company is engaged in developing a cell-based therapy targeting treatment acute forms of liver failure. Its product includes the ELAD System an extracorporeal bio-artificial liver support system.,http://www.vitaltherapies.com,VTL.png,Duane D. Nash,Nasdaq Global Select,9130669,Healthcare,Healthcare,Biotechnology,
