Member_number,Date,itemDescription
2159,8/10/2014,sugar
2984,25/9/2014,fruit/vegetable juice
1351,15/1/2014,coffee
1359,29/5/2014,newspapers
3636,10/8/2014,sliced cheese
3783,11/4/2014,ready soups
2807,2/6/2014,rolls/buns
3960,15/2/2014,rolls/buns
4233,23/6/2014,whole milk
3683,5/10/2014,hard cheese
4838,7/9/2014,yogurt
2779,21/1/2014,abrasive cleaner
4297,2/3/2014,shopping bags
1258,9/8/2014,whipped/sour cream
2755,25/11/2014,chocolate
2340,17/1/2014,red/blush wine
1690,9/5/2014,curd cheese
2592,8/9/2014,shopping bags
2952,12/1/2014,newspapers
3246,25/12/2014,pastry
1900,15/3/2014,long life bakery product
3414,22/5/2014,napkins
1153,10/8/2014,ready soups
1751,4/9/2014,oil
2499,1/11/2014,shopping bags
2355,19/2/2014,pot plants
3660,21/9/2014,yogurt
2760,20/6/2014,pot plants
1028,24/4/2014,bottled water
4657,3/4/2014,soda
1569,9/3/2014,fruit/vegetable juice
3737,6/7/2014,brown bread
3462,1/10/2014,bottled beer
2921,18/11/2014,cream cheese 
1111,3/3/2014,UHT-milk
1261,6/10/2014,flower (seeds)
1572,31/3/2014,white bread
1811,2/6/2014,pastry
3287,12/11/2014,cleaner
1020,19/7/2014,yogurt
2374,16/9/2014,artif. sweetener
2252,10/3/2014,seasonal products
3289,21/3/2014,fruit/vegetable juice
1312,12/11/2014,soft cheese
1045,12/1/2014,yogurt
1275,18/1/2014,butter milk
4241,2/10/2014,pot plants
1116,22/6/2014,soda
1356,17/8/2014,shopping bags
2354,6/1/2014,white bread
4045,30/7/2014,whipped/sour cream
3189,16/4/2014,dental care
3515,31/5/2014,canned beer
1169,25/1/2014,white bread
2299,4/8/2014,yogurt
3539,7/11/2014,pastry
2389,6/6/2014,UHT-milk
1487,2/11/2014,fruit/vegetable juice
4698,20/1/2014,white bread
3335,5/9/2014,long life bakery product
1065,14/1/2014,rum
4763,27/2/2014,pickled vegetables
2879,27/6/2014,artif. sweetener
1451,28/8/2014,processed cheese
1947,7/1/2014,white bread
4364,13/4/2014,coffee
4477,14/10/2014,dessert
1150,6/9/2014,bottled water
2873,23/5/2014,newspapers
3040,11/10/2014,white bread
4862,8/6/2014,Instant food products
2795,27/6/2014,fruit/vegetable juice
2254,30/1/2014,napkins
2066,29/12/2014,pastry
3180,9/11/2014,margarine
1205,12/8/2014,curd
4040,14/11/2014,chocolate
4760,16/10/2014,bottled water
2357,5/6/2014,whipped/sour cream
1507,24/5/2014,fruit/vegetable juice
1870,10/6/2014,rolls/buns
3900,5/8/2014,pudding powder
3627,6/7/2014,brandy
2098,2/8/2014,canned beer
2242,27/4/2014,liquor (appetizer)
3444,7/1/2014,rice
2437,24/6/2014,fruit/vegetable juice
2267,10/6/2014,hygiene articles
3930,31/5/2014,pastry
1964,18/3/2014,hard cheese
4362,14/1/2014,fruit/vegetable juice
2339,20/5/2014,baking powder
1663,24/2/2014,rolls/buns
2384,14/1/2014,tropical fruit
3013,19/4/2014,pastry
3765,1/4/2014,bottled beer
1446,7/5/2014,curd
2135,15/2/2014,salty snack
4872,1/6/2014,soda
4817,14/5/2014,salty snack
2571,7/7/2014,yogurt
4338,7/7/2014,frozen dessert
2760,1/4/2014,long life bakery product
4564,11/10/2014,yogurt
1862,21/5/2014,cookware
4155,10/9/2014,Instant food products
2965,4/1/2014,cat food
4854,12/1/2014,sugar
3349,18/1/2014,other vegetables
3416,5/4/2014,canned vegetables
1466,23/8/2014,bottled water
1032,23/9/2014,shopping bags
4489,24/5/2014,white bread
3862,14/3/2014,dental care
1181,13/7/2014,dishes
4772,8/6/2014,whipped/sour cream
3612,31/5/2014,flour
3266,7/10/2014,salty snack
4969,7/1/2014,baking powder
1035,15/8/2014,salt
2917,22/4/2014,hygiene articles
2861,25/10/2014,domestic eggs
3247,9/8/2014,rolls/buns
3913,6/5/2014,shopping bags
3877,20/6/2014,frozen dessert
1129,14/11/2014,brown bread
2605,2/6/2014,white bread
2308,10/9/2014,bottled beer
1412,20/6/2014,domestic eggs
3743,6/1/2014,domestic eggs
2937,6/10/2014,white bread
1932,6/7/2014,oil
3857,3/4/2014,butter
3810,21/7/2014,soft cheese
1241,14/8/2014,long life bakery product
1607,12/10/2014,rolls/buns
3854,26/6/2014,soda
4509,30/7/2014,shopping bags
2654,8/8/2014,sweet spreads
2511,4/10/2014,bottled water
4337,27/4/2014,specialty bar
2993,8/7/2014,specialty chocolate
3138,28/12/2014,napkins
3518,8/2/2014,domestic eggs
1057,6/1/2014,soda
2125,2/4/2014,oil
4137,23/7/2014,frozen vegetables
4761,24/11/2014,baking powder
1162,28/3/2014,fruit/vegetable juice
1761,26/2/2014,newspapers
3507,20/7/2014,margarine
3104,6/2/2014,rolls/buns
2070,27/4/2014,napkins
4266,19/2/2014,coffee
4187,4/5/2014,snack products
3297,29/5/2014,cat food
2618,5/1/2014,bottled water
3895,2/6/2014,margarine
4657,21/9/2014,flour
2042,17/4/2014,pasta
1342,3/4/2014,soda
2784,26/5/2014,house keeping products
4110,25/1/2014,brown bread
2908,27/4/2014,rolls/buns
3489,26/8/2014,coffee
1335,3/1/2014,oil
2718,7/2/2014,soups
1153,28/3/2014,dish cleaner
4165,3/4/2014,roll products 
3769,31/1/2014,white bread
1733,27/2/2014,newspapers
2290,23/12/2014,fruit/vegetable juice
2669,24/3/2014,pastry
1852,4/3/2014,Instant food products
4515,6/3/2014,white bread
4875,15/4/2014,salt
3437,31/10/2014,bottled beer
1494,16/5/2014,yogurt
4505,30/12/2014,chocolate
2440,10/11/2014,pastry
2603,28/6/2014,shopping bags
4629,23/11/2014,yogurt
3382,1/4/2014,pastry
4509,6/6/2014,fruit/vegetable juice
1510,13/10/2014,whole milk
2470,12/12/2014,bottled water
4487,8/4/2014,cat food
4574,22/11/2014,specialty fat
4005,13/5/2014,vinegar
1379,11/6/2014,female sanitary products
3830,12/10/2014,pastry
4812,9/6/2014,candy
3956,1/1/2014,chocolate
4234,1/10/2014,napkins
3180,30/7/2014,sugar
3300,31/7/2014,cat food
4287,20/7/2014,canned vegetables
1628,10/2/2014,softener
2033,5/4/2014,pot plants
2517,17/4/2014,cream cheese 
2430,28/1/2014,pastry
3108,25/3/2014,bottled beer
4574,18/4/2014,instant coffee
2851,5/5/2014,salad dressing
4719,12/2/2014,fruit/vegetable juice
1128,27/3/2014,frozen vegetables
1571,17/11/2014,onions
1810,30/4/2014,curd
3062,9/7/2014,bottled water
4681,13/1/2014,bottled water
4671,13/8/2014,canned fish
4533,13/4/2014,cereals
2579,12/12/2014,yogurt
3493,9/2/2014,canned beer
1450,4/2/2014,cling film/bags
1961,6/4/2014,other vegetables
4302,7/10/2014,chocolate
3950,22/1/2014,white bread
2718,9/2/2014,white bread
1870,1/2/2014,napkins
3855,7/5/2014,vinegar
4107,3/6/2014,soda
3476,5/7/2014,fruit/vegetable juice
4721,1/5/2014,semi-finished bread
3208,20/9/2014,fruit/vegetable juice
4349,11/8/2014,pickled vegetables
1378,10/12/2014,soft cheese
4929,27/6/2014,frozen vegetables
3186,24/4/2014,long life bakery product
1482,24/9/2014,shopping bags
1145,13/9/2014,soda
2777,14/9/2014,soda
1232,8/8/2014,canned beer
2825,21/4/2014,curd cheese
3785,13/2/2014,cream cheese 
3000,22/8/2014,cat food
1980,17/7/2014,chocolate marshmallow
2154,24/9/2014,chocolate
1242,16/12/2014,chocolate
1824,28/11/2014,soda
2774,28/6/2014,domestic eggs
2366,11/10/2014,dish cleaner
1987,26/12/2014,long life bakery product
2306,7/5/2014,fruit/vegetable juice
4979,28/2/2014,newspapers
4543,29/6/2014,long life bakery product
4021,23/4/2014,napkins
4623,19/11/2014,shopping bags
4547,7/9/2014,newspapers
2729,22/8/2014,cleaner
4471,13/4/2014,mustard
1625,24/12/2014,jam
2787,30/9/2014,sugar
4541,6/7/2014,cream cheese 
3529,26/2/2014,bottled water
2984,22/4/2014,pastry
1685,18/10/2014,waffles
4520,23/3/2014,bottled water
2355,15/1/2014,yogurt
3883,5/3/2014,sweet spreads
4922,12/7/2014,whole milk
3423,16/7/2014,chocolate
1129,21/12/2014,specialty chocolate
4018,21/2/2014,newspapers
3189,1/7/2014,fruit/vegetable juice
1235,1/11/2014,soda
2262,6/10/2014,newspapers
4100,23/4/2014,dental care
1553,5/9/2014,domestic eggs
3628,1/8/2014,female sanitary products
2280,11/12/2014,soda
4236,13/5/2014,skin care
1358,15/12/2014,newspapers
4638,11/10/2014,photo/film
1343,27/11/2014,white bread
3612,16/2/2014,seasonal products
4596,19/2/2014,white wine
2399,26/3/2014,bottled water
3300,10/7/2014,domestic eggs
3502,14/2/2014,soda
1127,6/2/2014,roll products 
1296,19/5/2014,flower (seeds)
3739,12/1/2014,salty snack
4661,15/2/2014,soda
3287,23/4/2014,pastry
4746,2/1/2014,newspapers
4282,20/6/2014,hair spray
3757,7/4/2014,mayonnaise
3279,9/10/2014,shopping bags
3387,22/9/2014,fruit/vegetable juice
2553,26/12/2014,rolls/buns
3697,11/2/2014,dessert
1819,22/12/2014,fruit/vegetable juice
2607,25/1/2014,misc. beverages
2615,29/5/2014,rolls/buns
1196,15/8/2014,newspapers
2926,16/6/2014,specialty bar
2294,8/1/2014,bottled beer
4967,22/4/2014,coffee
1284,1/9/2014,soups
2089,3/5/2014,margarine
1284,26/6/2014,rolls/buns
1246,3/3/2014,yogurt
3038,18/4/2014,baking powder
2910,28/3/2014,canned fish
3957,1/9/2014,newspapers
4493,16/3/2014,canned beer
1972,2/5/2014,whipped/sour cream
2492,10/3/2014,candles
2943,11/9/2014,canned beer
2686,20/12/2014,pastry
3968,5/11/2014,frozen vegetables
1955,3/6/2014,napkins
2665,11/10/2014,specialty chocolate
3850,27/3/2014,coffee
2973,31/10/2014,sliced cheese
3264,27/6/2014,spread cheese
1591,15/1/2014,bottled beer
1747,7/9/2014,rolls/buns
1255,26/9/2014,red/blush wine
4683,17/9/2014,specialty chocolate
1102,13/4/2014,white wine
4618,18/11/2014,pickled vegetables
2508,28/5/2014,dessert
4165,3/4/2014,newspapers
2168,6/10/2014,butter
2929,22/10/2014,pastry
1316,17/1/2014,whipped/sour cream
3991,3/7/2014,margarine
2142,27/8/2014,Instant food products
4671,22/10/2014,domestic eggs
1051,26/12/2014,shopping bags
1410,24/6/2014,shopping bags
3752,25/11/2014,shopping bags
1054,16/1/2014,fruit/vegetable juice
2591,1/9/2014,beverages
2454,22/7/2014,yogurt
2510,20/4/2014,frozen fruits
1946,29/4/2014,shopping bags
4069,4/8/2014,brown bread
2778,9/5/2014,bottled beer
1175,20/9/2014,oil
4292,19/1/2014,pot plants
3776,16/3/2014,chewing gum
2573,8/5/2014,rolls/buns
2510,23/6/2014,long life bakery product
1003,19/1/2014,dental care
4699,21/7/2014,cat food
3189,28/10/2014,kitchen towels
4406,6/4/2014,dessert
2325,20/1/2014,long life bakery product
4069,10/8/2014,Instant food products
1726,15/5/2014,detergent
3026,10/6/2014,ice cream
4015,2/5/2014,shopping bags
3260,30/12/2014,waffles
3890,21/12/2014,frozen potato products
2237,10/10/2014,margarine
2641,20/7/2014,butter
2581,2/8/2014,curd
2030,6/9/2014,newspapers
2024,21/7/2014,yogurt
1729,19/4/2014,pastry
2331,8/4/2014,sugar
1890,12/9/2014,rice
4579,10/5/2014,waffles
3140,3/8/2014,butter
4492,24/4/2014,chocolate
3537,26/3/2014,bottled water
3581,23/10/2014,sugar
4924,19/1/2014,cereals
2589,11/4/2014,cookware
3302,22/6/2014,napkins
4566,13/4/2014,hard cheese
2758,30/1/2014,dishes
4790,7/9/2014,frozen vegetables
4178,18/12/2014,white bread
2051,1/5/2014,cream cheese 
1647,20/11/2014,flour
2778,15/5/2014,shopping bags
1651,23/3/2014,domestic eggs
3760,11/9/2014,shopping bags
4511,15/9/2014,rice
4674,31/5/2014,whole milk
3684,20/7/2014,fruit/vegetable juice
3094,26/6/2014,bottled water
2726,2/8/2014,soft cheese
4897,25/11/2014,canned fish
3408,7/4/2014,waffles
4294,3/3/2014,coffee
4404,29/4/2014,cream cheese 
3692,1/2/2014,misc. beverages
2370,27/7/2014,soda
2137,25/4/2014,napkins
4272,22/7/2014,pickled vegetables
3042,11/7/2014,oil
2974,2/9/2014,waffles
1967,3/11/2014,dental care
1208,3/8/2014,bottled water
2436,27/11/2014,bottled water
3379,10/12/2014,butter milk
3148,25/10/2014,chocolate
2831,25/5/2014,margarine
1796,6/8/2014,coffee
4729,27/12/2014,fruit/vegetable juice
3308,5/11/2014,light bulbs
3848,4/1/2014,brown bread
1641,9/2/2014,pastry
1279,28/4/2014,sliced cheese
3495,3/9/2014,hygiene articles
4484,23/4/2014,bottled water
4578,13/8/2014,pot plants
1027,22/9/2014,bottled water
2388,28/8/2014,chewing gum
4762,8/7/2014,newspapers
4687,13/6/2014,processed cheese
1965,2/1/2014,yogurt
3246,4/10/2014,yogurt
2541,14/1/2014,specialty bar
4363,24/12/2014,frozen vegetables
4143,7/3/2014,salt
2038,4/2/2014,soda
1865,6/6/2014,brown bread
1003,27/2/2014,rolls/buns
3358,9/9/2014,pudding powder
4782,30/10/2014,pickled vegetables
4952,15/7/2014,curd
4042,26/7/2014,canned beer
2907,2/9/2014,domestic eggs
4693,29/3/2014,shopping bags
1980,12/9/2014,frozen vegetables
4217,27/7/2014,sweet spreads
4106,21/9/2014,pastry
4137,12/9/2014,curd
2862,2/6/2014,shopping bags
4115,7/5/2014,coffee
3394,22/11/2014,shopping bags
2729,22/5/2014,spices
1949,18/10/2014,napkins
4832,28/8/2014,bottled beer
1276,7/6/2014,house keeping products
3584,20/7/2014,white bread
2958,17/12/2014,chocolate
4061,4/7/2014,frozen potato products
3568,13/8/2014,soda
1680,15/5/2014,dog food
1588,19/7/2014,processed cheese
2923,2/11/2014,specialty bar
4751,2/3/2014,candy
1633,5/7/2014,shopping bags
2235,13/10/2014,canned beer
1466,9/4/2014,waffles
3520,12/5/2014,pudding powder
3090,7/6/2014,shopping bags
2341,22/12/2014,shopping bags
2140,6/10/2014,bottled beer
1017,14/10/2014,pet care
2177,19/8/2014,coffee
3129,2/6/2014,dessert
4299,21/10/2014,rolls/buns
1294,24/6/2014,dishes
2851,16/1/2014,misc. beverages
3948,8/4/2014,toilet cleaner
2047,28/4/2014,semi-finished bread
1910,26/2/2014,chocolate
2834,1/8/2014,shopping bags
1561,15/5/2014,coffee
1552,9/1/2014,baby cosmetics
3353,10/5/2014,yogurt
1646,17/6/2014,frozen vegetables
1554,31/1/2014,vinegar
1622,17/5/2014,shopping bags
3575,3/5/2014,photo/film
4396,20/3/2014,shopping bags
4858,14/1/2014,misc. beverages
1012,22/6/2014,brown bread
4137,21/12/2014,fruit/vegetable juice
1342,14/2/2014,white bread
2573,21/1/2014,soda
4437,13/11/2014,napkins
2175,23/5/2014,frozen fish
3879,18/8/2014,dessert
4378,5/10/2014,flour
4721,1/7/2014,specialty bar
2138,1/10/2014,whisky
4673,10/12/2014,processed cheese
1806,20/6/2014,shopping bags
2924,27/3/2014,rolls/buns
4201,21/10/2014,chewing gum
2763,31/5/2014,canned beer
3101,21/5/2014,chocolate
1235,26/5/2014,roll products 
4715,4/9/2014,pet care
4684,11/7/2014,specialty vegetables
4840,15/4/2014,canned beer
3137,29/11/2014,spread cheese
2121,22/4/2014,flower (seeds)
3054,17/1/2014,waffles
3156,2/1/2014,soda
3965,21/9/2014,white bread
2011,20/1/2014,fruit/vegetable juice
2184,19/5/2014,whole milk
3777,26/2/2014,whole milk
2199,30/1/2014,rolls/buns
1983,2/10/2014,bathroom cleaner
2806,21/1/2014,long life bakery product
3657,28/7/2014,female sanitary products
1606,5/8/2014,red/blush wine
4211,22/3/2014,detergent
3822,4/9/2014,canned beer
2868,2/4/2014,salty snack
4674,15/5/2014,salty snack
1130,18/8/2014,softener
3530,18/6/2014,soda
1998,22/2/2014,waffles
1174,19/11/2014,pickled vegetables
1070,5/11/2014,newspapers
1654,10/8/2014,female sanitary products
4104,5/11/2014,curd cheese
3113,6/1/2014,cling film/bags
3911,24/3/2014,chocolate
1057,5/3/2014,pickled vegetables
1618,17/11/2014,mustard
3385,4/5/2014,pet care
3462,4/2/2014,rolls/buns
1773,18/12/2014,canned vegetables
4202,28/2/2014,long life bakery product
2258,5/3/2014,frozen meals
3474,26/11/2014,roll products 
2421,6/5/2014,UHT-milk
3722,5/7/2014,semi-finished bread
4894,23/9/2014,fruit/vegetable juice
3514,23/7/2014,frozen meals
3807,2/3/2014,fruit/vegetable juice
2660,20/3/2014,whole milk
1419,17/5/2014,pastry
2271,30/9/2014,yogurt
3188,8/5/2014,canned fish
1598,25/4/2014,rolls/buns
1337,6/8/2014,napkins
4740,10/10/2014,dog food
3275,4/12/2014,frozen potato products
2832,30/5/2014,bottled water
1609,2/7/2014,napkins
2627,17/5/2014,cat food
4285,17/8/2014,mustard
3418,27/11/2014,domestic eggs
4732,3/12/2014,napkins
3442,16/11/2014,fruit/vegetable juice
3946,26/12/2014,cake bar
2990,30/3/2014,long life bakery product
3225,15/7/2014,whipped/sour cream
1494,23/11/2014,cat food
3549,6/12/2014,dish cleaner
3384,23/9/2014,seasonal products
3746,3/1/2014,butter
3603,13/8/2014,zwieback
2120,30/5/2014,potato products
2065,20/10/2014,sugar
1285,27/10/2014,soda
3835,8/5/2014,misc. beverages
2160,15/1/2014,rolls/buns
4995,2/6/2014,domestic eggs
1970,29/1/2014,whipped/sour cream
2043,7/7/2014,fruit/vegetable juice
3487,9/1/2014,seasonal products
2524,17/10/2014,potato products
2045,10/2/2014,brandy
2445,31/5/2014,ice cream
4616,31/1/2014,Instant food products
2195,8/3/2014,sliced cheese
1883,31/5/2014,misc. beverages
2083,21/10/2014,coffee
4576,21/11/2014,napkins
4464,11/4/2014,hard cheese
3925,26/7/2014,margarine
4450,31/10/2014,rolls/buns
1059,11/6/2014,spread cheese
4113,14/3/2014,coffee
4154,26/7/2014,domestic eggs
2490,19/4/2014,pickled vegetables
1551,28/4/2014,instant coffee
1275,6/11/2014,dental care
3935,19/10/2014,waffles
3487,25/10/2014,sugar
3986,8/9/2014,chewing gum
3282,26/10/2014,rolls/buns
4488,20/10/2014,curd
4946,3/4/2014,frozen meals
4081,16/4/2014,newspapers
1603,16/3/2014,sugar
1107,13/8/2014,pastry
2272,25/7/2014,salty snack
4705,12/4/2014,pot plants
1811,16/8/2014,bottled beer
2772,3/8/2014,cat food
4412,9/12/2014,shopping bags
1219,2/10/2014,brown bread
4435,17/10/2014,newspapers
2715,28/1/2014,napkins
2121,3/11/2014,bottled water
2802,27/4/2014,white wine
1741,19/7/2014,bottled beer
4278,3/7/2014,newspapers
1634,10/2/2014,herbs
3856,8/2/2014,long life bakery product
3029,19/10/2014,dog food
3361,23/6/2014,soda
4613,17/7/2014,domestic eggs
1805,11/11/2014,mustard
2147,2/5/2014,chocolate
1864,29/4/2014,softener
2789,19/9/2014,bottled water
2296,12/6/2014,other vegetables
1526,11/5/2014,cat food
4951,10/5/2014,canned beer
3809,11/5/2014,whole milk
2685,6/12/2014,seasonal products
1107,22/7/2014,semi-finished bread
4264,20/7/2014,spices
4974,5/11/2014,shopping bags
1081,11/2/2014,yogurt
1111,7/5/2014,whipped/sour cream
4683,30/6/2014,flour
2835,21/11/2014,shopping bags
4123,7/7/2014,cooking chocolate
1613,2/8/2014,butter
3361,14/1/2014,bottled beer
3425,2/7/2014,newspapers
3617,2/8/2014,fruit/vegetable juice
4669,5/8/2014,domestic eggs
1922,2/7/2014,sugar
2947,3/3/2014,cream cheese 
3953,13/5/2014,bottled beer
1169,15/4/2014,napkins
4192,17/2/2014,oil
1239,2/8/2014,waffles
3041,18/2/2014,shopping bags
2520,16/1/2014,newspapers
2426,12/9/2014,napkins
1235,5/11/2014,processed cheese
3799,17/9/2014,chocolate
1124,5/3/2014,hygiene articles
3035,16/4/2014,baking powder
4832,18/12/2014,soda
2394,24/2/2014,coffee
4185,20/11/2014,fruit/vegetable juice
1832,1/9/2014,specialty chocolate
2666,11/4/2014,pastry
4686,24/11/2014,margarine
2120,21/1/2014,napkins
1186,9/2/2014,butter
2377,13/2/2014,bottled beer
3675,13/7/2014,mayonnaise
3466,31/5/2014,newspapers
4211,2/5/2014,curd cheese
2832,4/8/2014,newspapers
4811,12/9/2014,newspapers
3619,21/12/2014,newspapers
1722,13/10/2014,dessert
1681,20/4/2014,soda
4097,14/7/2014,whole milk
3878,19/4/2014,long life bakery product
4983,21/6/2014,margarine
3100,11/8/2014,pastry
1680,10/12/2014,soda
2041,10/9/2014,zwieback
3006,6/1/2014,brown bread
1445,23/1/2014,rolls/buns
2920,3/12/2014,bottled beer
3495,22/10/2014,candy
4401,9/10/2014,whipped/sour cream
1219,3/7/2014,instant coffee
4331,25/5/2014,margarine
2881,1/6/2014,canned vegetables
2475,2/1/2014,dishes
1171,4/9/2014,pasta
2137,19/1/2014,hard cheese
1180,2/2/2014,whole milk
2679,14/11/2014,liqueur
2025,4/9/2014,whole milk
2394,20/5/2014,semi-finished bread
1472,5/11/2014,hygiene articles
2197,6/7/2014,onions
4824,19/6/2014,newspapers
2322,19/1/2014,newspapers
4639,22/11/2014,hygiene articles
3544,13/7/2014,newspapers
1256,17/6/2014,coffee
2456,15/3/2014,fruit/vegetable juice
3728,28/10/2014,white bread
2619,12/1/2014,condensed milk
1010,10/4/2014,sliced cheese
4264,18/2/2014,soda
2576,10/7/2014,popcorn
3718,30/3/2014,soda
1950,11/10/2014,sugar
4520,1/3/2014,brown bread
1353,22/12/2014,bottled water
4194,19/11/2014,newspapers
3095,26/11/2014,soda
1130,1/11/2014,soda
4796,8/1/2014,soda
2710,18/12/2014,waffles
3548,3/12/2014,whipped/sour cream
3558,9/11/2014,yogurt
4474,2/4/2014,fruit/vegetable juice
3878,27/11/2014,rolls/buns
1221,15/11/2014,bottled water
1009,24/1/2014,cocoa drinks
1169,5/6/2014,cleaner
3959,3/12/2014,softener
2355,29/12/2014,white bread
