title,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime
The White Alligator,1988,,Horror,,6.2,27,Indonesian,H. Tjut Djalil,"['Suzzanna', 'Soendjoto Adibroto', 'Vera Magdalena', 'H.I.M. Damsyik', 'Rita Sheba', 'Yulie Soleh', 'Chris Salam', 'Atin Martino', 'Amin Ansari D.', 'Laila Wardhani', 'Rudy Wahab', 'Ari Sanjaya', 'Adi Permana', 'Bokir', 'Dorman Borisman']",95 min
Tjoet Nja' Dhien,1988,Tjoet Nja' Dhien assumes the leadership when her husband Teuku Umar is killed in an ambush. Dhien's charismatic presence and power of survival motivate the locals to join and later continue their opposition to the Dutch in Aceh in 1896.,Drama,,7.4,150,Indonesian,Eros Djarot,"['Pitradjaya Burnama', 'Christine Hakim', 'Rudy Wowor', 'Slamet Rahardjo', 'Rosihan Anwar', 'Roy Karyadi', 'Johan Moosdijk', 'Fritz G. Schadt', 'Robert Syarif', 'Huib van den Hoek', 'Rita Zahara', nan, nan, nan, nan]",
Arini,1987,"Arini is ""misled"" by a close friend, Ira, who wants to marry her husband, Helmi. Eventually she finds out this plan, so she asks for a divorce and leaves her son, who later is discovered to...",Drama,,8.5,12,Indonesian,Sophan Sophiaan,"['Widyawati', 'Joice Erna', 'Sophan Sophiaan', 'Rano Karno', 'Rima Melati', 'Vivi Samodro', nan, nan, nan, nan, nan, nan, nan, nan, nan]",
Barang Terlarang,1987,"Cobra, the pornographer, abductor, drugs and weapons dealer, and his henchmen abduct and gang rape Irma, a woman who likes rough sex with her strong husband, Rudy. Irma's husband gets her ...",Crime,,4.0,46,Indonesian,Maman Firmansyah,"['Eva Arnaz', 'Clift Sangra', 'Nena Rosier', 'Rengga Takengon', 'Hendro Tangkilisan', 'Dicky Zulkarnaen', 'Godfried Sancho', 'H.I.M. Damsyik', 'Alfian', 'Yona S. Kamarullah', 'Tuty Kusnendar', 'Husen Nur', nan, nan, nan]",87 min
Catatan Si Boy,1987,A college student from a rich family had a relationship with a girl from his college but the couple's love was objected by her parents.,Drama,,7.1,49,Indonesian,Nasri Cheppy,"['Didi Petet', 'Onky Alexander', 'Ayu Azhari', 'Meriam Bellina', 'Faradina', 'Leroy Osmani', 'Baf Sjamsuddin', 'Kaharudin Syah', 'Nani Widjaja', 'Dede Yusuf', nan, nan, nan, nan, nan]",
Cintaku di Rumah Susun,1987,,Comedy,,8.0,23,Indonesian,Nya Abbas Akup,"['Eva Arnaz', 'Asmuni', 'Kadir', 'Tuti I. Malaon', 'Rima Melati', 'Deddy Mizwar', 'Jajang C. Noer', nan, nan, nan, nan, nan, nan, nan, nan]",
Depan Bisa Belakang Bisa,1987,,Comedy,,6.7,30,Indonesian,H. Tjut Djalil,"['Eva Arnaz', 'Avent Cristy', 'H.I.M. Damsyik', 'Yongki Dp', 'Anton Indracaya', 'Simon P.S.', 'Tanaka', 'Dono Warkop', 'Indro Warkop', 'Kasino Warkop', nan, nan, nan, nan, nan]",
Johny Indo,1987,,Biography,,7.6,5,Indonesian,Jimmy Atmaja,"['Minati Atmanegara', 'Amin Ansari D.', 'Dadeng Herang', 'Johny Indo', 'Anton Indracaya', 'Udin Labu', 'Mathias Muchus', 'Frank Rorimpandey', 'Yunus Takara', 'Sigit Tayu', 'Yusmadi', nan, nan, nan, nan]",131 min
Kelabang Seribu,1987,,Action,,4.8,5,Indonesian,Imam Tantowi,"['Nurul Arifin', 'Advent Bangun', 'Ricky Hosada', 'W.D. Mochtar', 'Barry Prima', 'Aneke Putri', 'Wenny Rosaline', 'Doddy Sukma', 'Sutrisno Wijaya', nan, nan, nan, nan, nan, nan]",95 min
Kerikil-Kerikil Tajam,1987,"Kerikil Kerikil Tajam (""Sharp Gravel"") traces the dangers that beset village women journeying to Jakarta to find employment not available to them in their villages.",Drama,,7.4,9,Indonesian,Sjuman Djaya,"['Meriam Bellina', 'Christine Hakim', 'Pong Harjatmo', 'Astri Ivo', 'Roy Marten', 'Deddy Mizwar', 'Ray Sahetapy', 'Cok Simbara', 'Rae Sita', 'Deddy Sutomo', 'Nani Widjaja', nan, nan, nan, nan]",
Lupus,1987,"Lupus as known title ""Tangkaplah Daku Kau Kujitak) is an Movie based by Book (Novel) that wrote by Hilman Hariwijaya. tell story about young name Lupus (Ryan Hidayat). Lupus has a sister ...",,,8.2,11,Indonesian,Achiel Nasrun,"['Nurul Arifin', 'Septian Dwi Cahyo', 'Gito Gilas', 'Ryan Hidayat', 'Ria Irawan', 'Andreas Pancarian', 'Firdha Razak', 'Agyl Shahriar', 'Henky Solaiman', 'Tatiek Wardiono', nan, nan, nan, nan, nan]",
Maidens Revenge,1987,"Two sisters plot for revenge against the drug-lord who murdered their family and took their home, now being used as a base for their experiments on aphrodisiacs. The older sister becomes a prostitute in order to get close to the gang.",Action,,5.2,241,Indonesian,Ackyl Anwari,"['Enny Beatrice', 'Yenny Farida', 'Harry Capri', 'Nina Anwar', 'Dicky Zulkarnaen', 'August Melasz', 'Hendra Cipta', 'Leily Sagita', 'Yetty Loren', 'Debby Ratna', 'S. Parya', 'Djamal Saputra', 'Machfud Abud', 'El Koesno', 'Rosmiati']",
Menumpas Teroris,1987,,Action,,5.4,16,Indonesian,Imam Tantowi,"['Advent Bangun', 'El Manik', 'Torro Margens', 'Deddy Mizwar', 'Barry Prima', 'Aneke Putri', 'Belkiez Rachman', 'Grace Suwandi', 'Yoseano Waas', nan, nan, nan, nan, nan, nan]",90 min
Nada-Nada Rindu,1987,,Drama,,5.6,7,Indonesian,Muchlis Raya,"['Susy Bolle', 'S. Bono', 'Dana Christina', 'Pupung Harris', 'Anton Indracaya', 'Rhoma Irama', 'Camelia Malik', 'Piet Pagau', nan, nan, nan, nan, nan, nan, nan]",122 min
Naga Bonar,1987,"Naga Bonar is a pickpocket. During the withdrawal of the Japanese occupying forces from Indonesia in 1945 he declares himself a general of the Liberation Forces. Soon a mask becomes his true self, and he becomes a true soldier and patriot.",Comedy,,7.1,198,Indonesian,M.T. Risyaf,"['Deddy Mizwar', 'Nurul Arifin', 'Wawan Wanisar', 'Afrizal Anoda', 'Ras Barkah', 'Yetti Sardjio', 'Roldiah Matulessy', 'Piet Pagau', 'Robert Syarif', 'Henky Nero', 'Fritz G. Schadt', 'Nico Pelamonia', 'Kaharudin Syah', 'Jan Rompies', 'Capink']",
Pernikahan Berdarah,1987,"After murdering a woman's husband in a jealous rage, Badrowi is severely beaten by villagers and his body is thrown into a ravine. There, he gains supernatural powers from a spider and then starts terrorizing the village.",Action,,4.7,6,Malay,Torro Margens,"['Raja Ema', 'Billy Chong', 'Zainal Abidin', 'Dhalia', 'Ida Kusumah', 'Sutopo H.S.', 'Dolly Martin', 'Piet Pagau', 'Abdi Wiyono', 'Aznah Hamid', 'Yusni Jaafar', 'Sabree Fadzil', 'Gatot Subroto', 'Nurhuda', 'Yoshep Hungan']",90 min
Samson and Delilah,1987,Young Samson sees his mother murdered by a soldier from the Netherlands. His grandfather sends him supernatural powers and makes him invulnerable. All grown up Samson is ready for revenge ...,Adventure,,4.5,65,Indonesian,Sisworo Gautama Putra,"['Suzzanna', 'Paul Hay', 'Eddy Gunawan', 'H.I.M. Damsyik', 'Soendjoto Adibroto', 'Affandi S. Yasin', 'Corbi Vile', 'Muhammad Rizqy', 'Tony Damanik', 'Rukman Herman', 'Diana Suarkom', 'Melisa Husein', 'Yonkky', nan, nan]",
Si Buta dari Gua Hantu: Neraka Perut Bumi,1987,"Raden Parna, a psychopathic and brutal Indonesian despot terrorizes and exploits the rural population. The cruel warlord demands sacrifices from the villagers, slaughtering them when they don't meet his demands.",Action,,5.8,54,Indonesian,Ratno Timoer,"['Advent Bangun', 'Enny Beatrice', 'Harry Capri', 'Ratno Timoer', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",90 min
Tujuh Manusia Harimau,1987,,Horror,,6.4,19,Indonesian,Imam Tantowi,"['Shinta Kartika Dewi', 'Dina Diana', 'Nasrul Ilhar', 'Syamsuri Kaempuan', 'El Manik', 'Etty Nurbaety', 'Teddy Purba', 'Tizar Purbaya', 'Aneke Putri', 'Ray Sahetapy', 'Suhaimi Said', 'Sanamin Suromenggolo', nan, nan, nan]",90 min
Batas Impian Ranjang Setan,1986,,Horror,,4.2,41,Indonesian,H. Tjut Djalil,"['Didier A. Hamel', 'Chintami Atmanegara', 'Linda Lolita Hoesin', 'Richie Ricardo', 'Gusti Randa', 'Eva Alisa', 'Sofia', 'Bokir', 'Doddy Sukma', 'Marianne Wolf', 'Simon P.S.', 'Belkiez Rachman', 'Anton Indracaya', 'Herman Tino', 'Mansyur Syahdan']",83 min
Biarkan Bulan Itu,1986,,,,5.8,5,Indonesian,Arifin C. Noer,"['Aminah Cendrakasih', 'H.I.M. Damsyik', 'Ikang Fawzi', 'Marisa Haque', 'Galeb Husein', 'Anton Indracaya', 'El Manik', 'Rima Melati', 'Deliana Surawidjaja', 'Ratno Timoer', 'Indra Widyawati', nan, nan, nan, nan]",
Bintang Kejora,1986,,Comedy,,7.9,7,Indonesian,Chaerul Umam,"['El Manik', 'Ikranagara', 'Mang Udel', 'Rini S. Bono', 'Ronny M. Toha', 'Ami Priyono', 'Sjaeful Anwar', 'Mang Diman', 'Netty Herawati', 'Ronny Karlina', 'Kirdjomuljo', 'Linda Leman', 'Paul Polii', 'Moertri Purnomo', nan]",88 min
Final Score,1986,"A Vietnam War veteran who now living in Indonesia discovers that gunmen invaded his home, murdered his son and his wife. Vowing revenge, he begins to track down the culprits, learning that they're in the employ of his business rival.",Action,,7.0,160,Indonesian,Arizal,"['Christopher Mitchum', 'Mike Abbott', 'Ida Iasha', 'Dicky Zulkarnaen', 'Zainal Abidin', 'August Melasz', 'Siska Widowati', 'Nizar Zulmi', 'Ivonne Elisabeth', 'Andre Mathias', 'Gino Makasutji', 'Syarief Friant', 'Tanaka', 'Baron Ahmadi', 'Karen Sukarno']",88 min
Ibunda,1986,,Drama,,7.0,20,Indonesian,Teguh Karya,"['Tuti I. Malaon', 'Alex Komang', 'Ria Irawan', 'Umar Chattab', 'Ayu Azhari', 'Wawan Wanisar', 'Galeb Husein', 'Ira N.', 'Santi Sardi', 'Rasyid', 'Niniek L. Karim', 'Onny Mayor', 'Rossy S. Dradjat', 'Rita Zahara', 'Sari Manumpil']",
Kejarlah Daku Kau Kutangkap,1986,,Comedy,,7.8,51,Indonesian,Chaerul Umam,"['Lydia Kandou', 'Deddy Mizwar', 'Ully Artha', 'Lina Budiarty', 'Darussalam', 'T.B. Maulana Husni', 'Ikranagara', 'Nyoman Ayu Lenora', 'Henky Solaiman', 'Usbanda', nan, nan, nan, nan, nan]",
Keluarga Markum,1986,,,,8.0,5,Indonesian,Chaerul Umam,"['Ully Artha', 'Nanang Durachman', 'Firza', 'Ikranagara', 'Lydia Kandou', 'Teddy Mala', 'Paul Polii', 'Ami Priyono', 'Rasyid', 'Baf Sjamsuddin', 'Soendoro', 'Yovita Euginia Trisiani', 'Usbanda', 'Dwi Yan', 'Yunita Yuniani']",93 min
Malam Jumat Kliwon,1986,"A mentally-unstable author moves into an old house owned by her boyfriend's husband, only the find the place inhabited by a vengeful ghost.",Horror,,8.2,15,Indonesian,Sisworo Gautama Putra,"['Amit Abidin', 'Soendjoto Adibroto', 'Ali Albar', 'Bokir', 'Dorman Borisman', 'Elly Christina', 'Karsiman Gada', 'Rukman Herman', 'Irmawati', 'Johny Matakena', 'Torita Murni', 'Alan Nuary', 'Neneng Rosita', 'Doddy Sukma', 'Evie Susanto']",88 min
Opera Jakarta,1986,,,,7.0,6,Indonesian,Sjuman Djaya,"['Minati Atmanegara', 'Pitradjaya Burnama', 'Joice Erna', 'Rano Karno', 'Ida Kusumah', 'Deddy Mizwar', 'Sukarno M. Noor', 'Zoraya Perucha', 'Ratna Riantiarno', 'Ray Sahetapy', 'Nani Widjaja', 'Dewi Yull', nan, nan, nan]",181 min
Pembalasan Rambu,1986,"The Intruder is an Indonesian revenge film inspired by the movie Rambo. It's about man named Rambu, a lone vigilante who goes after a mob that had killed his wife.",Action,,5.7,220,Indonesian,Jopi Burnama,"[""Peter O'Brian"", 'Craig Gavin', 'Lia Warokka', 'Dana Christina', 'Kaharudin Syah', 'Harry Capri', 'Yenny Farida', 'Adrian Nugraha', 'Adang Mansyur', 'Kandar Sinyo', 'Welan Gerung', 'Avent Cristy', 'Johny Matakena', 'Dadeng Herang', 'Eddy Hansudi']",88 min
Petualangan Cinta Nyi Blorong,1986,"The Snake Queen returns in this bizarre horror fantasy. In this sequel to ""Nyi Blorong"" (1982 aka ""The Snake Queen"") Brian, a man who believes that money and power will win over the love of...",Fantasy,,5.9,37,Indonesian,Sisworo Gautama Putra,"['Suzzanna', 'Advent Bangun', 'George Rudy', 'Nina Anwar', 'Dorman Borisman', 'S. Bono', 'Rita Supardi', 'Torita Murni', 'Bokir', 'Mak Siti', 'Sri Wigati', 'Baron Ahmadi', 'Henky Nero', 'Simon P.S.', 'Bram Adrianto']",84 min
Sama Juga Bohong,1986,"Dono, Kasino and Indro is a student boarding house parent Nia (Nia Zulkarnaen) the beautiful girl. Dono and his two friends managed to make the robot to be commercialized. They also met ...",Drama,13+,7.6,25,Indonesian,Chaerul Umam,"['Chintami Atmanegara', 'Rina Hasyim', 'Tompoh Salvatore', 'Dono Warkop', 'Indro Warkop', 'Kasino Warkop', 'Nia Zulkarnaen', nan, nan, nan, nan, nan, nan, nan, nan]",98 min
Sentuhan Rumput yang Bergoyang,1986,,Comedy,,8.2,5,Indonesian,Willy Wilianto,"['Harry Capri', 'Yana Diana', 'Rosy Fribuana', 'Anwar Fuady', 'Ina Haryadi', 'Cherry Ivonne', 'Etty Nurbaety', 'Simon Pitta', 'Sherly Sarita', 'Sri Suparmi', 'Willy Wilianto', nan, nan, nan, nan]",90 min
Usia Dalam Gejolak,1986,,Drama,,8.1,15,Indonesian,Sisworo Gautama Putra,"['Suzzanna', 'Bagus Santoso', 'Nena Rosier', 'George Rudy', 'Ratno Timoer', 'Wieke Widowati', 'Fachrul Rozy', nan, nan, nan, nan, nan, nan, nan, nan]",90 min
Bangunnya Nyi Roro Kidul,1985,"Two college students and a reporter search for the fabled Nyi Roro Kidul (""South Sea Queen"") and discover she may be living among humans working as a model.",Horror,,4.4,5,Indonesian,Sisworo Gautama Putra,"['Bokir', 'Dorman Borisman', 'Johny Matakena', 'A. Khalik Noor Nasution', 'Nena Rosier', 'George Rudy', 'Agus Sirhan', 'Suzzanna', 'Didin Syamsudin', nan, nan, nan, nan, nan, nan]",100 min
Carok,1985,,Action,,6.8,6,Indonesian,Imam Tantowi,"['Barry Prima', 'Advent Bangun', 'El Manik', 'Yenny Farida', 'Yos Cano', 'Nina Anwar', 'Kandar Sinyo', 'Belkiez Rachman', 'Syamsuri Kaempuan', 'Suhaimi Said', 'Edy S. Jonathan', 'Susilowaty', 'Lenny Yudhistira', 'Lindi', 'Badar']",92 min
Darah perjaka,1985,,,,5.2,5,Indonesian,Ackyl Anwari,"['Machfud Abud', 'Advent Bangun', 'H.I.M. Damsyik', 'Yenny Farida', 'Melani Isbandi', 'Edy S. Jonathan', 'Udin Labu', 'S. Parya', 'Barry Prima', 'Johan Saimima', 'Wieke Widowati', 'Dicky Zulkarnaen', nan, nan, nan]",109 min
Doea Tanda Mata,1985,,Drama,,7.2,12,Indonesian,Teguh Karya,"['Zainal Abidin', 'Bambang B.S.', 'Benny Benhardi', 'Hermin Centhini', 'Umar Chattab', 'Corbi', 'Eka Gandara', 'Alex Komang', 'Aria Kusumadewa', 'Piet Pagau', 'Jenny Rachman', 'Henky Solaiman', 'Sylvia Widiantono', nan, nan]",
Gantian Dong,1985,,Comedy,,6.6,34,Indonesian,Arizal,"['Mathias Agus', 'Chintami Atmanegara', 'Advent Bangun', 'Leily Sagita', 'Dono Warkop', 'Indro Warkop', 'Kasino Warkop', 'Lia Warokka', 'Wieke Widowati', nan, nan, nan, nan, nan, nan]",
Hell Raiders,1985,The story of Indonesia's fight for independence from the Dutch.,Action,,6.4,22,Indonesian,Gope T. Samtani,"['Roy Marten', 'Dicky Zulkarnaen', 'Rini S. Bono', 'Eva Arnaz', 'Barry Prima', 'Dana Christina', 'W.D. Mochtar', 'Dorman Borisman', 'Doddy Sukma', 'Tizar Purbaya', 'Eddy Wardy', 'Amoroso Katamsi', 'Asmus Sponti', 'Harun Syarif', 'Rengga Takengon']",
Jaka Sembung & Bergola Ijo,1985,"Balung Wesi was defeated in battle and is seeking revenge on Ki Sapu Angin, the teacher of Jaka Sembung, The Warrior. In mobilizing power to fight the Dutch, The Warrior makes the acquaintance of Bajing Ireng (Black Ninja).",Action,,5.8,43,Indonesian,H. Tjut Djalil,"['Barry Prima', 'El Manik', 'Rita Zahara', 'Syamsuri Kaempuan', 'Tizar Purbaya', 'Piet Pagau', 'Zurmaini', 'Syamsuddin Syafei', 'H. Kosim Betawi', 'Djair', 'Donny Sabella', 'Fatima Maria', 'Hassan Dollar', 'Andi Maragau', 'Metty']",
Kembang Kertas,1985,,Drama,,7.7,6,Indonesian,Slamet Rahardjo,"['Zainal Abidin', 'Herman Felani', 'Ria Irawan', 'Lenny Marlina', 'Rima Melati', 'Gito Rollies', 'Dewi Yull', nan, nan, nan, nan, nan, nan, nan, nan]",100 min
Kesempatan Dalam Kesempitan,1985,,,,6.8,31,Indonesian,Arizal,"['Mathias Agus', 'Lina Budiarty', 'Tony Damanik', 'Lydia Kandou', 'Mila Karmila', 'Nena Rosier', 'Leily Sagita', 'Tetty Siregar', 'Kaharudin Syah', 'Dono Warkop', 'Indro Warkop', 'Kasino Warkop', 'Lia Warokka', 'Abdi Wiyono', nan]",92 min
Komando Samber Nyawa,1985,"The Indonesian rebels want to get rid of the evil Dutch occupiers, but they are too strong so they have to create a super commando unit with their best soldiers.",Action,,4.7,17,Indonesian,E.G. Bakker,"['Barry Prima', 'Advent Bangun', 'Dicky Zulkarnaen', 'Kaharudin Syah', 'Harry Capri', 'Johan Saimima', 'Yenny Farida', 'Wieke Widowati', 'Didier A. Hamel', 'Herve F. Dusart', 'V.S. Alexander', 'Gino Makasutji', nan, nan, nan]",95 min
Merpati Tak Pernah Ingkar Janji,1985,,Drama,,7.2,6,Indonesian,Wim Umboh,"['Waty Anggraini', 'Benny Damsjik', 'Era Gloria', 'Sylvana Herman', 'Rima Melati', 'Paramitha Rusady', 'James Sahertian', 'Adi Bing Slamet', 'Iyut Bing Slamet', 'Kusno Sudjarwadi', 'Ade Yulia', 'Nia Zulkarnaen', nan, nan, nan]",
Putri Duyung,1985,,,,6.3,6,Indonesian,Atok Suharto,"['Eva Arnaz', 'Barry Prima', 'Advent Bangun', 'Gito Rollies', 'Erna Santoso', 'Yenny Farida', 'Darto Helm', 'Ida Gres', 'Bonny Rollies', 'Udin Labu', 'Herman Permana', 'Dahono', 'Yacob Essad', 'Steady Rimba', 'Suwito']",
Ratu Sakti Calon Arang,1985,,Action,,6.1,22,Indonesian,Sisworo Gautama Putra,"['Suzzanna', 'Barry Prima', 'Amoroso Katamsi', 'Dorman Borisman', 'Nena Rosier', 'Elly Christina', 'Nanang Durachman', 'Linda Husein', 'Johny Matakena', 'Ratih Moortry', 'Paul Victor Mutolla', 'Diece Basri Nawas', 'Debby Ratna', 'Neneng Rosita', 'Diana Suarkom']",
Secangkir Kopi Pahit,1985,,Drama,,6.6,20,Indonesian,Teguh Karya,"['Zainal Abidin', 'Rina Hasyim', 'Alex Komang', 'Ray Sahetapy', 'Maruli Sitompul', 'Dewi Yull', nan, nan, nan, nan, nan, nan, nan, nan, nan]",
Si Buta dari Gua Hantu,1985,,,,5.8,12,Indonesian,Ratno Timoer,"['Ayu Azhari', 'Advent Bangun', 'Pitradjaya Burnama', 'Harry Capri', 'Nur Hasanah', 'Linda Husein', 'S. Parya', 'Kandar Sinyo', 'Dwi Suharti', 'Ratno Timoer', 'Yani Timoer', nan, nan, nan, nan]",
Sunan Kalijaga & Syech Siti Jenar,1985,,Action,,6.6,14,Indonesian,Ackyl Anwari,"['Zainal Abidin', 'Baron Ahmadi', 'Mang Diman', 'Arman Effendy', 'Anwar Fuady', 'Deddy Mizwar', 'Rd. Mochtar', 'Budi Schwarzkrone', 'Kusno Sudjarwadi', 'Ratno Timoer', nan, nan, nan, nan, nan]",
Di Luar Batas,1984,,Drama,,4.3,7,Indonesian,Jopi Burnama,"['Eva Arnaz', 'Mangara Siahaan', 'Boy Tirayoh', 'Yenny Farida', 'Soendjoto Adibroto', 'Welan Gerung', 'Mat Solar', 'Ratna Debby Ardi', 'Tohir Akip', nan, nan, nan, nan, nan, nan]",87 min
Golok Setan,1984,The Devil's Sword lies hidden in a secret cave inside Devils Mountain. Four warriors attack the keeper and force him to hand over the map but he manages to escapes and runs to Mandala who sets off on his journey to save the Devil's Sword.,Adventure,,5.7,400,Indonesian,Ratno Timoer,"['Barry Prima', 'Gudi Sintara', 'Advent Bangun', 'Enny Christina', 'Rita Zahara', 'Kusno Sudjarwadi', 'Kandar Sinyo', 'H.I.M. Damsyik', 'Atut Agusman', 'Yos Santo', 'Rasjid Subadi', 'Hadisjam Tahax', 'Sutrisno Wijaya', 'Djair', 'Sanamin Suromenggolo']",
Itu Bisa Diatur,1984,"Three friends of Dono, Casino, Indro won the trust of opening a restaurant because of Dono's cooking skills.",Comedy,,7.9,36,Indonesian,Arizal,"['Aminah Cendrakasih', 'Pong Harjatmo', 'Edwin Lerrick', 'Nora', 'Doddy Sukma', 'Esther Sumampou', 'Dono Warkop', 'Indro Warkop', 'Kasino Warkop', 'Lia Warokka', 'Ira Wibowo', 'Abdi Wiyono', nan, nan, nan]",88 min
Pengkhianatan G30S/PKI,1984,"G30S/PKI is abbreviation of Gerakan 30 September which is a movement and political coup in Indonesia by the Communist Party of Indonesian (PKI). As a result, six generals and one first officer were kidnapped and killed.",Drama,,5.8,179,Indonesian,Arifin C. Noer,"['Bram Adrianto', ""Syu'bah Asa"", 'Ade Irawan', 'Amoroso Katamsi', 'Omar Khayyam', 'Dani Marsuni', 'Didi Sadikin', 'Charlie Sahetapy', 'Kies Slamet', 'Sofia W.D.', nan, nan, nan, nan, nan]",
Ponirah Terpidana,1984,,Drama,,6.9,8,Indonesian,Slamet Rahardjo,"['Christine Hakim', 'Bambang Hermanto', 'Teguh Karya', 'Sitoresmi Prabuningrat', 'Moertri Purnomo', 'Slamet Rahardjo', 'N. Riantiarno', 'Ray Sahetapy', 'Clara Sinta', 'Agus T. Sudibyo', 'Heru Sutopo', 'Nani Vidia', nan, nan, nan]",105 min
Raden Ajeng Kartini,1984,"The biography of the Indonesian women's emancipatist, R.A. Kartini, based on her letters.",Drama,,7.3,10,Indonesian,Sjuman Djaya,"['Chintami Atmanegara', 'Andy Auric', 'Dhanny Dahlan', 'Farida Feisol', 'Sutopo H.S.', 'Bambang Hermanto', 'Adi Kurdi', 'Jenny Rachman', 'Rae Sita', 'Wisnu Wardhana', 'Nani Widjaja', nan, nan, nan, nan]",
Revenge of the Ninja,1984,,Action,,5.4,47,Indonesian,Ratno Timoer,"['Barry Prima', 'Dana Christina', 'Advent Bangun', 'W.D. Mochtar', 'Kandar Sinyo', 'Muni Cader', 'Harry Capri', 'Farida Pasha', 'H.I.M. Damsyik', 'S. Parya', 'Yoseano Waas', 'Sjaeful Anwar', 'Piet Pagau', 'Johny Matakena', 'H. Kosim Betawi']",
Satria Bergitar,1984,,Action,,6.6,14,Indonesian,Nurhadie Irawan,"['Urip Arpan', 'Rhoma Irama', 'W.D. Mochtar', 'Mathias Muchus', 'Farida Pasha', 'Ricca Rahim', 'Soultan Saladin', nan, nan, nan, nan, nan, nan, nan, nan]",
Sunan Kalijaga,1984,,Action,,5.9,16,Indonesian,Sofyan Sharna,"['Deddy Mizwar', 'W.D. Mochtar', 'Zainal Abidin', 'Kusno Sudjarwadi', 'Arman Effendy', 'Sunarti Soewandi', 'Clara Sinta', 'S. Bono', 'Drs. Poernomo', 'Wildan Djafar', 'Wolly Sutinah', 'M. Pandji Anom', 'M.E. Zainuddin', 'Baun Gazali', 'Wijaya']",
Tahu Diri Dong,1984,"Casino, Dono Indro, Marina and Anita all reside in a problematic boarding house together.",Comedy,,7.1,36,Indonesian,Arizal,"['Ita Agusta', 'Eva Arnaz', 'Malino Djunaedy', 'Lydia Kandou', 'Us Us', 'Dono Warkop', 'Indro Warkop', 'Kasino Warkop', 'Affandi S. Yasin', nan, nan, nan, nan, nan, nan]",89 min
Telaga Angker,1984,,Horror,,7.2,14,Indonesian,Sisworo Gautama Putra,"['Suzzanna', 'George Rudy', 'Sandy Taroreh', 'Nina Anwar', 'Rukman Herman', 'Kandar Sinyo', 'Dorman Borisman', 'Johny Matakena', 'Teddy Mala', 'Malino Djunaedy', 'Bokir', nan, nan, nan, nan]",99 min
Bergola Ijo,1983,,Comedy,,7.3,9,Indonesian,Arizal,"['Barry Prima', 'Eva Arnaz', 'Nasrul', 'Benny G. Raharja', 'Hendra Cipta', 'Pitradjaya Burnama', 'Darussalam', 'Pong Harjatmo', 'Enny Beatrice', 'Malino Djunaedy', 'Edy S. Jonathan', 'Edwin Lerrick', 'Mathias Agus', 'Yenny Farida', 'Mosdek']",97 min
Budak Nafsu,1983,,Thriller,,7.3,15,Indonesian,Sjuman Djaya,"['Minati Atmanegara', 'Muni Cader', 'Sjuman Djaya', 'El Manik', 'Roy Marten', 'Jenny Rachman', 'Rosmeiny Rachman', 'Bung Salim', 'Godfried Sancho', 'Maruli Sitompul', 'Mang Udel', 'Sofia W.D.', nan, nan, nan]",
Cinta Segi Tiga,1983,,Drama,,5.8,6,Indonesian,Yung Indrajaya,"['Alwi A.S.', 'Rhoma Irama', 'Ade Irawan', 'Komalasari', 'El Manik', 'Aedy Moward', 'Ricca Rahim', 'Doddy Sukma', nan, nan, nan, nan, nan, nan, nan]",
