,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own
STAF,-,-,-,-,-,-2.24,5.95%,222.40%,2.50%,-99.40%,2.00%
STAY,3.89,-,27.17,-,3.97,-0.17,0.27%,-4.50%,8.50%,-38.10%,0.50%
STBA,0.85,45.91,12.19,4.59,0.10,0.54,4.51%,0.90%,16.00%,-45.70%,0.30%
STCN,1.02,-,-,-,7.89,-0.26,-,-32.40%,6.40%,-233.50%,0.90%
STEP,31.59,64.82,53.07,-,0.00,0.61,-,35.40%,40.90%,-101.80%,1.50%
STFC,0.82,-,15.16,-,0.00,-0.84,2.25%,-3.90%,8.50%,0.20%,59.90%
STIM,7.66,-,-,-,1.25,-1.68,-,-88.80%,-34.00%,51.20%,7.90%
STKL,7.89,-,79.39,-,3.34,-0.13,-,-8.10%,5.40%,80.40%,2.20%
STKS,3.94,9.74,92.50,8.11,2.35,0.38,-,38.60%,28.80%,-296.10%,1.70%
STLD,1.85,16.27,12.04,-,0.65,2.27,2.71%,11.70%,11.60%,-31.50%,5.10%
STMP,3.85,24.31,26.74,1.62,0.03,8.07,-,20.20%,8.70%,528.50%,0.10%
STND,1.02,22.74,-,-,0.00,1.43,2.70%,4.60%,17.50%,-7.60%,6.80%
STNE,8.83,446.38,78.43,108.61,0.41,0.19,-,-,9.10%,33.30%,19.60%
STOK,10.70,-,-,-,0.00,-1.48,-,-22.90%,-,-56.30%,0.50%
STRA,1.29,19.41,15.47,1.29,0.00,4.91,2.52%,7.10%,4.60%,-37.40%,0.50%
STRL,2.02,8.94,9.89,0.81,1.52,2.08,-,25.20%,8.60%,79.70%,0.10%
STRM,2.56,-,-,-,0.13,-0.19,-,-5.00%,-11.60%,-122.60%,2.40%
STRO,3.28,-,-,-,0.10,-0.09,-,8.00%,-51.50%,180.40%,0.60%
STRS,1.91,-,-,-,3.37,-1.26,-,-,0.40%,-407.80%,1.60%
STRT,1.15,-,9.31,-,0.19,-0.25,-,-0.50%,-3.40%,533.50%,5.10%
STSA,0.97,-,-,-,0.04,-2.64,-,-46.30%,-,-45.50%,0.10%
STTK,-,-,-,-,-,-,-,-,72.40%,-,0.90%
STWO,-,-,-,-,-,-,-,-,-,-,-
STWOU,-,-,-,-,-,-,-,-,-,-,-
STWOW,,,,,,,,,,,
STX,9.01,15.89,11.40,3.54,2.34,3.91,4.31%,101.50%,21.30%,-82.20%,0.30%
STXB,0.83,11.91,13.09,19.84,0.12,1.41,2.14%,7.20%,19.30%,20.60%,11.60%
SUMO,3.64,-,-,-,0.00,-1.14,-,-,42.60%,-47.80%,3.50%
SUMR,4.05,23.91,-,2.39,4.10,0.64,-,23.80%,1.30%,229.90%,3.80%
SUNS,0.92,18.03,12.05,3.61,-,0.80,8.30%,-,-,67.30%,14.67%
SUNW,16.00,-,-,-,0.94,-1.29,-,-184.50%,-68.30%,34.70%,0.06%
SUPN,1.87,10.44,16.47,0.28,0.54,2.41,-,20.00%,12.10%,38.70%,1.10%
SURF,4.30,-,-,-,0.17,-0.68,-,-29.80%,-88.70%,34.90%,0.50%
SUSB,-,-,-,-,-,-,2.10%,-,-,-,-
SUSC,-,-,-,-,-,-,2.33%,-,-,-,-
SUSL,-,-,-,-,-,-,1.43%,-,-,-,-
SV,-,-,-,-,-,-,-,-,-,-,-
SVA,,,,,,,,,,,
SVAC,-,-,-,-,0.00,-,-,-,-,-,-
SVACU,-,-,-,-,-,-,-,-,-,-,-
SVACW,,,,,,,,,,,
SVBI,0.84,16.96,-,-,0.19,0.42,2.24%,5.10%,22.00%,-20.20%,1.70%
SVC,0.84,-,-,-,2.77,-1.15,4.96%,-8.00%,4.20%,-356.00%,0.20%
SVMK,10.87,-,482.08,-,0.65,-0.69,-,-30.00%,-12.30%,-51.50%,1.50%
SVOKU,-,-,-,-,-,-,-,-,-,-,5.99%
SVRA,0.91,-,-,-,0.00,-1.34,-,-77.40%,-,38.30%,0.50%
SVSVU,-,-,-,-,-,-,-,-,-,-,-
SVSVW,,,,,,,,,,,
SVVC,0.32,-,-,-,-,-7.80,-,-,-,-,14.15%
SWAV,14.90,-,-,-,0.07,-2.03,-,-30.30%,-25.10%,17.70%,1.70%
SWBI,4.37,32.93,11.58,2.20,0.18,0.54,1.13%,10.70%,-8.50%,3940.30%,1.60%
SWIR,1.55,-,-,-,0.10,-1.92,-,-20.40%,-18.10%,27.20%,6.60%
SWKH,,,,,,,,,,,
SWKS,6.12,31.90,17.77,2.56,0.00,4.79,1.31%,19.50%,19.60%,15.50%,0.20%
SWTX,11.21,-,-,-,0.00,-1.73,-,-24.50%,-,-32.00%,13.74%
SXTC,0.87,-,-,-,0.71,-0.42,-,-114.70%,-42.60%,-,13.70%
SY,2.94,217.84,2.57,-,0.00,0.05,-,1.40%,3.50%,-97.20%,38.98%
SYBT,2.13,15.94,17.89,1.59,0.00,2.54,2.67%,13.90%,28.20%,-15.60%,3.20%
SYBX,0.65,-,-,-,0.00,-1.64,-,-41.60%,-34.60%,6.20%,0.10%
SYKE,1.76,28.65,12.64,2.86,0.01,1.32,-,6.30%,7.20%,-129.00%,2.00%
SYNA,3.93,30.53,12.74,3.05,0.71,3.16,-,14.60%,2.20%,-168.80%,1.60%
SYNC,1.64,-,-,-,0.07,-0.31,-,-32.10%,-18.60%,-5.20%,3.00%
SYNH,2.29,37.43,16.30,2.62,0.83,1.82,-,6.30%,4.90%,7.10%,0.40%
SYNL,0.80,-,-,-,0.81,-2.15,-,-19.70%,-0.50%,-992.00%,5.10%
SYPR,2.11,16.17,-,2.02,0.82,0.09,-,15.40%,-12.20%,323.00%,4.50%
SYRS,10.85,-,-,-,0.44,-1.65,-,-111.50%,-97.20%,8.70%,2.00%
SYTA,-,-,-,-,-,-,-,-,-,-,4.21%
SYTAW,,,,,,,,,,,
TA,0.70,7.16,22.00,1.43,0.00,4.55,-,-4.30%,6.80%,170.00%,2.20%
TACO,1.63,-,22.10,-,0.59,-5.70,-,-92.70%,-24.90%,174.80%,5.00%
TACT,2.31,-,-,-,0.00,-0.60,5.07%,-18.30%,1.90%,-331.90%,0.10%
TAIT,1.47,37.79,-,-,0.02,0.09,4.31%,4.00%,5.50%,-7.60%,0.70%
TANH,0.44,-,-,-,0.09,-0.22,-,-6.10%,-9.50%,-51.30%,33.71%
TANNI,,,,,,,,,,,
TANNL,,,,,,,,,,,
TANNZ,,,,,,,,,,,
TAOP,-,-,-,-,-,-1.34,-,-,-30.50%,-,39.21%
TARA,0.79,-,-,-,0.00,-7.34,-,-34.90%,-,59.80%,5.20%
TARS,-,-,-,-,-,-,-,-,-,-,17.00%
TAST,1.08,-,114.18,-,1.64,-0.44,-,-7.00%,-0.50%,139.30%,0.20%
TATT,0.49,-,-,-,0.06,-0.06,-,-3.40%,2.30%,-491.40%,53.70%
TAYD,0.92,12.78,-,-,0.04,0.82,-,7.30%,7.10%,-50.50%,12.99%
TBBK,1.41,13.34,8.17,1.11,0.27,1.02,-,11.10%,21.50%,11.30%,0.90%
TBIO,3.69,-,178.93,-,0.00,-1.11,-,-27.50%,-75.10%,155.50%,0.70%
TBK,1.84,25.26,18.77,2.11,0.56,1.92,-,7.70%,30.30%,59.50%,8.00%
TBKCP,,,,,,,,,,,
TBLT,1.18,-,-,-,0.14,-0.56,-,-95.20%,-317.80%,100.10%,0.67%
TBLTW,,,,,,,,,,,
TBNK,0.89,12.27,13.22,3.07,0.00,1.96,3.83%,7.20%,21.40%,-18.00%,17.54%
TBPH,-,-,-,-,-,-4.73,-,134.90%,-106.70%,-11.20%,5.30%
TC,1.33,-,41.87,-,0.01,-1.67,-,-55.10%,-61.80%,16.60%,1.54%
TCBI,1.13,42.87,15.34,5.36,0.15,1.39,-,2.70%,26.90%,-36.40%,0.60%
TCBIL,,,,,,,,,,,
TCBIP,,,,,,,,,,,
TCBK,1.16,16.69,14.54,2.38,0.06,2.11,2.49%,7.20%,23.20%,-22.80%,3.60%
TCCO,9.37,-,-,-,0.00,-0.16,-,-18.50%,-,-48.00%,20.70%
TCDA,2.20,-,-,-,1.20,-5.37,-,-125.60%,-,-73.60%,1.70%
TCF,1.03,24.13,13.50,-,0.12,1.53,3.78%,4.30%,19.30%,129.70%,0.80%
TCFC,0.81,10.90,11.59,1.09,0.06,2.43,1.89%,7.50%,21.10%,-3.00%,3.60%
TCFCP,,,,,,,,,,,
TCMD,8.00,-,105.00,-,0.00,-0.44,-,-7.70%,9.20%,-0.80%,0.50%
TCOM,1.34,-,6.51,-,0.67,-0.71,-,-2.30%,2.00%,93.10%,4.00%
TCON,7.96,-,-,-,0.30,-3.10,-,-273.70%,-,78.10%,1.50%
TCPC,0.88,27.82,8.45,1.85,1.27,0.40,10.68%,3.10%,5.60%,156.70%,0.40%
TCRR,3.72,-,-,-,0.00,-2.41,-,-35.50%,-,3.60%,0.10%
TCX,7.79,51.74,-,1.78,0.00,1.43,-,9.80%,12.50%,-82.90%,6.30%
TDAC,17.33,-,-,-,0.76,-0.12,-,-21.50%,-,-770.60%,35.43%
TDACU,,,,,,,,,,,
TDACW,,,,,,,,,,,
TDIV,-,-,-,-,-,-,1.98%,-,-,-,-
TEAM,84.13,-,164.12,-,1.68,-1.95,-,-59.30%,0.60%,-131.50%,1.23%
TECH,8.50,50.57,47.66,5.62,0.22,6.28,0.40%,-,6.30%,129.90%,0.60%
TECTP,,,,,,,,,,,
TEDU,-,-,-,-,-,-0.98,-,-,339.40%,61.00%,13.20%
TEKK,,,,,,,,,,,
TEKKU,,,,,,,,,,,
TEKKW,,,,,,,,,,,
TELA,3.85,-,-,-,0.55,-2.35,-,-65.10%,-31.30%,9.40%,7.08%
TELL,4.27,-,-,-,1.52,-0.98,-,-199.10%,-46.60%,44.10%,16.40%
TENB,40.51,-,207.38,-,0.00,-0.80,-,-71.70%,-105.30%,68.40%,0.70%
TENX,3.10,-,-,-,0.03,-1.20,-,-222.70%,-,45.80%,0.33%
TER,9.98,30.58,24.60,1.30,0.20,3.92,0.33%,42.10%,26.40%,60.50%,0.40%
TESS,0.68,-,-,-,0.40,-2.80,-,-28.20%,-18.70%,-,14.10%
TFFP,7.20,-,-,-,0.00,-2.20,-,-142.10%,-,-44.40%,13.90%
TFSL,2.91,59.76,76.65,-,0.00,0.30,6.35%,4.90%,13.50%,-37.50%,0.30%
TGA,0.50,-,-,-,0.20,-1.14,-,-50.80%,1.10%,-300.80%,6.30%
TGLS,1.89,19.25,7.22,20.48,1.46,0.36,1.59%,10.00%,10.10%,799.20%,0.10%
TGTX,36.38,-,-,-,0.18,-2.10,-,-229.50%,-249.30%,-5.90%,0.60%
TH,1.41,-,-,-,3.68,-0.19,-,-15.40%,7.50%,-185.60%,5.70%
THBR,0.40,227.93,-,-,0.00,0.06,-,0.90%,-,-181.90%,0.29%
THBRU,,,,,,,,,,,
THBRW,,,,,,,,,,,
THCA,1.38,-,-,-,0.00,-0.03,-,-0.20%,-,-192.20%,19.61%
THCAU,,,,,,,,,,,
THCAW,,,,,,,,,,,
THCB,28.64,-,-,-,-,-0.08,-,-,-,-,20.85%
THCBU,,,,,,,,,,,
THCBW,,,,,,,,,,,
THFF,0.88,10.16,13.29,-,0.00,3.82,2.73%,9.00%,20.20%,9.40%,0.30%
THMO,4.45,-,-,-,1.97,-3.78,-,-550.60%,-105.20%,53.20%,38.28%
THRM,4.16,59.62,25.73,2.38,0.38,1.09,-,7.50%,7.20%,51.90%,0.50%
THRY,,,,,,,,,,,
THTX,-,-,-,-,-,-,-,-,-,-,1.52%
THWWW,,,,,,,,,,,
TIG,1.60,-,14.16,-,0.10,-,-,-,13.80%,1098.40%,0.60%
TIGO,1.91,-,82.86,-,3.35,-0.57,6.81%,-3.20%,4.60%,65.90%,36.00%
TIGR,5.03,152.69,30.78,-,0.00,0.05,-,3.40%,-3.20%,391.80%,2.38%
TILE,2.14,-,9.46,-,2.03,-1.29,0.38%,-26.10%,11.20%,-77.50%,2.00%
TIPT,0.49,-,-,-,1.14,-1.15,3.19%,-29.20%,2.60%,-,26.50%
TITN,1.18,22.84,14.87,0.91,0.96,0.86,-,5.80%,2.70%,19.60%,3.50%
TLC,18.46,-,-,-,-,-0.51,-,-,-,-,-
TLGT,-,-,-,-,-,-9.85,-,285.40%,-5.10%,-245.90%,0.60%
TLMD,1.04,-,-,-,0.00,-,-,-,-,-,6.60%
TLMDW,,,,,,,,,,,
TLND,78.24,-,-,-,9.08,-2.30,-,-274.90%,-35.20%,-45.90%,2.20%
TLRY,5.70,-,-,-,2.60,-4.38,-,-246.00%,-40.20%,95.20%,7.80%
TLS,-,-,126.36,-,-,-0.12,-,4.00%,15.00%,-110.40%,0.10%
TLSA,-,-,-,-,-,-0.14,-,-,-,-,-
TLT,-,-,-,-,-,-,1.55%,-,-,-,-
TMDI,37.17,-,-,-,-,-0.02,-,-,-,-,0.31%
TMDX,4.94,-,-,-,0.31,-1.40,-,-39.00%,-33.40%,52.20%,0.10%
TMPM,,,,,,,,,,,
TMPMU,-,-,-,-,-,-,-,-,-,-,3.84%
TMPMW,,,,,,,,,,,
TMTS,-,-,-,-,-,-,-,-,-,-,-
TMTSU,,,,,,,,,,,
TMTSW,,,,,,,,,,,
TMUS,2.59,48.18,48.14,-,1.12,2.80,-,6.60%,7.90%,-0.60%,0.20%
TNAV,2.17,37.30,42.73,1.49,0.00,0.13,-,6.20%,-0.80%,-,6.70%
TNDM,18.02,-,-,-,0.61,-0.81,-,-19.60%,-8.70%,-209.90%,1.33%
TNXP,1.38,-,-,-,0.00,-2.50,-,-118.20%,-,99.80%,0.05%
TOMZ,5.78,12.62,-,-,0.03,0.36,-,78.10%,-35.30%,460.90%,0.10%
TOPS,0.00,-,-,-,2.20,-114.05,-,-23.00%,0.20%,87.10%,-
TOUR,0.62,-,-,-,0.02,-0.96,-,-31.40%,-29.80%,-321.60%,2.64%
TOWN,0.98,13.01,14.12,-,0.14,1.81,3.07%,7.80%,16.70%,-8.70%,5.20%
TPCO,2.09,-,12.57,-,0.03,-1.55,7.30%,-18.60%,1.90%,171.50%,39.66%
TPIC,10.35,-,33.01,-,1.31,-0.78,-,-14.20%,-2.10%,970.40%,1.10%
TPTX,7.33,-,-,-,0.00,-3.51,-,-23.80%,-,33.80%,4.60%
TQQQ,-,-,-,-,-,-,-,-,-,-,-
TRCH,4.37,-,-,-,1.13,-0.18,-,-90.90%,-23.30%,46.80%,19.53%
TREE,9.88,-,85.85,-,1.67,-1.56,-,-9.60%,8.00%,-213.90%,4.90%
TRHC,5.67,-,108.46,-,1.43,-2.66,-,-32.50%,-4.00%,-153.10%,8.50%
TRIB,2.82,-,11.91,-,0.00,-0.18,-,-665.10%,-21.60%,29200.00%,11.20%
TRIL,8.96,-,-,-,-,-2.90,-,-,-,-,0.01%
TRIP,4.24,-,59.83,-,0.55,-1.67,-,-20.10%,9.60%,-206.60%,21.45%
TRIT,1.44,256.51,29.81,-,0.00,0.04,-,0.60%,-,-163.80%,62.07%
TRITW,,,,,,,,,,,
TRMB,5.00,34.36,29.36,4.91,0.50,1.94,-,15.30%,11.00%,8.20%,0.30%
TRMD,0.50,1.91,-,-,-,3.69,13.48%,-,-,-,0.40%
TRMK,1.01,12.21,13.97,1.74,0.04,2.24,3.37%,8.50%,22.70%,34.60%,10.31%
TRMT,0.34,3.89,4.38,-,2.20,0.97,1.06%,9.10%,1.90%,27.10%,0.70%
TRNS,3.67,38.53,28.08,1.54,0.32,0.90,-,10.10%,9.40%,-15.70%,6.60%
TROW,4.82,16.96,14.86,1.86,0.00,8.93,2.38%,30.30%,24.10%,22.00%,0.90%
TRS,2.47,-,17.26,-,0.00,-2.35,-,-10.00%,7.50%,-791.70%,0.20%
TRST,1.15,12.26,11.50,2.45,0.00,0.54,4.05%,9.60%,25.40%,-3.80%,2.00%
TRUE,1.40,-,-,-,0.00,-0.20,-,-6.50%,-17.40%,205.10%,2.20%
TRUP,29.41,-,-,-,0.21,-0.05,-,-1.20%,-1.10%,-436.20%,0.50%
TRVG,1.05,-,-,-,0.00,-0.81,-,-32.00%,1.90%,-897.60%,8.18%
TRVI,1.23,-,-,-,0.39,-1.66,-,-67.30%,-,1.50%,7.48%
TRVN,2.78,-,-,-,0.00,-0.22,-,-42.50%,-,58.40%,1.90%
TSBK,1.07,8.42,-,0.65,0.00,2.88,3.30%,13.40%,23.90%,1.40%,12.85%
TSC,0.93,12.73,16.04,1.06,0.00,1.37,-,7.70%,23.70%,-48.60%,2.60%
TSCAP,,,,,,,,,,,
TSCBP,,,,,,,,,,,
TSCO,8.72,21.83,21.74,1.43,0.50,6.44,1.14%,46.70%,29.10%,59.10%,0.10%
TSEM,1.96,38.83,18.56,2.59,0.22,0.67,-,5.20%,5.10%,-32.10%,19.60%
TSHA,1.16,-,-,-,0.00,-,-,-,-,-,26.90%
TSIA,,,,,,,,,,,
TSIAU,,,,,,,,,,,
TSIAW,,,,,,,,,,,
TSLA,41.24,1397.37,183.91,-,0.86,0.51,-,5.00%,-0.90%,124.60%,0.10%
TSRI,2.38,-,-,-,1.17,-0.24,-,-8.10%,-8.00%,99.50%,37.24%
TTCF,0.85,-,286.12,-,0.01,-1.35,-,-4.90%,-,-,61.51%
TTCFW,,,,,,,,,,,
TTD,44.82,274.97,166.84,9.48,0.09,2.91,-,19.70%,17.00%,107.30%,0.50%
TTEC,7.20,33.38,24.44,1.72,0.71,2.19,1.01%,23.90%,13.50%,17.40%,0.40%
TTEK,6.01,36.65,30.59,2.44,0.28,3.16,0.59%,17.40%,14.10%,287.60%,1.30%
TTGT,10.12,93.97,43.62,4.70,0.14,0.63,-,11.60%,9.90%,26.30%,1.20%
TTMI,1.05,-,10.99,-,0.78,-0.28,-,10.20%,4.20%,-,0.50%
TTNP,-,-,-,-,-,-7.40,-,-,-307.70%,72.10%,5.08%
TTOO,10.33,-,-,-,2.53,-0.68,-,714.40%,-584.90%,75.60%,4.81%
TTWO,8.20,50.26,36.63,3.29,0.00,4.13,-,18.10%,14.60%,36.70%,0.30%
TUR,-,-,-,-,-,-,2.45%,-,-,-,-
TURN,0.82,-,-,-,0.00,-0.12,-,-4.40%,-5.10%,-217.10%,5.20%
TUSA,,,,,,,,,,,
TUSK,0.35,-,-,-,0.16,-3.46,11.24%,-26.10%,-15.40%,109.30%,3.90%
TVACU,-,-,-,-,-,-,-,-,-,-,0.73%
TVTX,,,,,,,,,,,
TVTY,391.80,-,14.40,-,443.64,-11.09,-,-779.80%,-16.50%,-403.50%,3.50%
TW,2.89,66.65,45.22,4.17,0.00,0.94,0.51%,4.50%,4.10%,-41.20%,1.00%
TWCT,,,,,,,,,,,
TWCTU,,,,,,,,,,,
TWCTW,,,,,,,,,,,
TWIN,0.74,-,-,-,0.35,-2.83,-,-25.30%,-19.60%,37.40%,6.40%
TWNK,1.18,29.46,17.55,2.05,0.72,0.50,-,4.20%,4.80%,144.30%,0.10%
TWNKW,,,,,,,,,,,
TWOU,2.88,-,-,-,0.28,-3.45,-,-29.80%,-23.70%,65.60%,1.50%
TWST,18.64,-,-,-,0.01,-3.76,-,-53.20%,-41.20%,42.90%,2.40%
TXG,17.40,-,-,-,0.00,-1.35,-,-26.30%,-6.80%,-550.30%,2.20%
TXMD,-,-,-,-,-,-0.71,-,310.20%,-79.10%,9.70%,11.22%
TXN,18.08,31.02,28.18,3.10,0.82,5.29,2.49%,60.70%,34.10%,-2.80%,0.10%
TXRH,6.01,100.85,29.67,11.38,0.27,0.78,-,6.10%,19.60%,-19.90%,4.80%
TYHT,0.14,-,-,-,0.04,-1.94,-,-8.70%,-9.80%,47.80%,18.59%
TYME,11.09,-,-,-,0.01,-0.23,-,-219.10%,-,2.20%,38.70%
TZOO,944.00,-,26.97,-,17.00,-1.13,-,-459.80%,42.80%,-156.30%,40.14%
UAE,-,-,-,-,-,-,4.83%,-,-,-,-
UAL,1.80,-,-,-,3.90,-16.45,-,-49.70%,12.90%,-258.40%,0.10%
UBCP,1.08,10.67,9.48,1.24,0.35,1.24,4.32%,10.60%,23.30%,16.10%,4.00%
UBFO,1.01,12.07,-,-,0.09,0.58,6.24%,8.50%,24.20%,-45.60%,4.50%
UBOH,0.76,5.16,-,-,0.19,4.93,2.52%,15.90%,24.80%,117.00%,0.30%
UBSI,0.98,14.33,14.93,1.79,0.07,2.26,4.32%,6.90%,13.70%,23.60%,0.50%
UBX,2.80,-,-,-,0.25,-1.88,-,-84.60%,-,-3.90%,4.50%
UCBI,1.32,15.41,14.18,15.41,0.17,1.85,2.53%,8.80%,21.80%,-13.50%,0.50%
UCBIO,,,,,,,,,,,
UCL,-,-,-,-,0.33,-,-,-,20.90%,71.50%,-
UCTT,2.52,28.63,10.67,1.43,0.56,1.09,-,9.70%,2.70%,4780.00%,1.20%
UEIC,2.46,22.46,12.76,1.50,0.17,2.34,-,11.90%,2.50%,130.50%,3.10%
UEPS,1.03,-,61.50,-,0.02,-2.09,-,-,-14.90%,-289.80%,0.40%
UFCS,0.77,-,115.67,-,0.00,-5.13,2.39%,-14.80%,1.60%,-,0.60%
UFO,-,-,-,-,-,-,0.75%,-,-,-,-
UFPI,2.38,15.45,14.86,0.91,0.22,3.60,0.90%,16.70%,13.30%,49.30%,1.60%
UFPT,2.03,23.58,18.60,-,0.00,1.98,-,8.90%,12.80%,-47.50%,7.10%
UG,5.80,16.17,-,-,0.00,0.89,5.42%,37.00%,38.90%,-32.90%,37.23%
UHAL,1.87,17.54,16.57,1.17,0.00,25.88,-,11.40%,6.70%,70.30%,38.70%
UIHC,0.54,-,8.97,-,0.35,-1.65,4.20%,-14.30%,-4.50%,-161.30%,0.80%
UK,0.29,-,-,-,0.01,-0.35,-,-1.50%,-,-,22.84%
UKOMW,,,,,,,,,,,
ULBI,0.90,22.01,-,1.26,0.03,0.29,-,4.30%,4.70%,-54.50%,2.20%
ULH,2.43,13.72,6.64,4.57,2.05,1.50,2.04%,18.90%,8.00%,269.30%,53.20%
ULTA,8.72,72.42,27.07,206.92,0.00,3.97,-,12.50%,36.80%,-41.10%,0.20%
UMBF,1.16,16.99,15.25,-,0.09,4.06,1.86%,7.20%,22.00%,19.70%,0.50%
UMPQ,1.28,-,10.93,-,0.51,-7.22,5.55%,-53.10%,13.10%,47.90%,0.10%
UNAM,,,,,,,,,,,
UNB,1.47,9.77,-,-,0.00,2.63,4.98%,15.70%,38.70%,51.20%,21.08%
UNIT,-,-,37.12,-,-,-3.49,5.12%,35.40%,10.60%,135.00%,0.30%
UNTY,1.10,8.55,7.80,-,0.06,2.05,1.82%,13.60%,28.60%,-0.40%,0.40%
UONE,1.19,-,-,-,-,-0.95,-,-,-,-,0.84%
UONEK,0.32,-,-,-,5.40,-0.95,-,-25.60%,7.20%,-348.80%,41.40%
UPLD,4.33,-,26.62,-,1.81,-2.59,-,-32.20%,-2.70%,17.10%,9.10%
UPST,-,268.09,-,-,-,0.15,-,-,-7.60%,-,0.30%
UPWK,14.82,-,-,-,0.04,-0.27,-,-11.50%,-6.80%,28.70%,1.20%
URBN,1.75,-,13.26,-,0.00,-0.09,-,-0.60%,11.00%,37.90%,42.08%
URGN,3.30,-,-,-,0.00,-6.39,-,-92.20%,-,-22.80%,1.20%
UROV,-,-,-,-,-,-5.15,-,242.90%,-,-32.70%,0.20%
USAK,1.01,-,7.22,-,2.20,-0.71,-,-7.80%,1.00%,259.90%,0.50%
USAP,0.28,-,-,-,0.26,-1.31,-,-4.80%,2.50%,-,3.60%
USAT,7.28,-,283.24,-,0.19,-0.57,-,-35.50%,-34.70%,45.60%,8.45%
USAU,2.47,-,-,-,0.00,-3.97,-,-104.90%,-,-197.10%,16.10%
USCR,1.76,21.45,20.16,1.53,2.92,1.86,-,8.70%,5.10%,79.70%,4.20%
USEG,5.26,-,-,-,0.40,-4.58,-,-118.50%,-4.80%,-363.60%,27.51%
USIG,-,-,-,-,-,-,2.87%,-,-,-,-
USIO,2.67,-,-,-,0.05,-0.34,-,-50.80%,-68.00%,36.30%,10.60%
USLB,,,,,,,,,,,
USLM,2.71,24.74,-,-,0.00,4.61,0.56%,11.50%,11.20%,-6.20%,1.20%
USMC,-,-,-,-,-,-,1.68%,-,-,-,-
USOI,-,-,-,-,-,-,87.15%,-,-,-,-
USWS,-,-,-,-,-,-4.10,-,-,-19.40%,37.90%,15.37%
USWSW,,,,,,,,,,,
USXF,-,-,-,-,-,-,-,-,-,-,-
UTHR,2.05,14.36,12.61,-,0.24,10.57,-,15.50%,-3.60%,27.60%,0.20%
UTMD,3.12,27.21,-,-,0.00,3.10,1.35%,12.10%,14.10%,-19.00%,7.10%
UTSI,0.57,-,-,-,0.00,-0.51,-,-18.50%,-6.20%,-,70.60%
UVSP,0.90,16.50,12.25,4.13,0.60,1.25,3.89%,3.30%,15.90%,3.00%,0.70%
UXIN,-,-,-,-,-,-1.41,-,245.30%,-44.70%,14.10%,16.23%
VACQ,,,,,,,,,,,
VACQU,-,-,-,-,-,-,-,-,-,-,-
VACQW,,,,,,,,,,,
VALU,5.35,17.69,-,-,0.04,1.86,2.55%,32.00%,5.90%,20.70%,90.08%
VBFC,1.04,7.41,-,-,0.29,4.67,-,14.90%,29.40%,30.40%,59.70%
VBIV,3.87,-,-,-,0.00,-0.21,-,-36.70%,-50.80%,63.80%,3.52%
VBLT,2.42,-,-,-,0.07,-0.57,-,-61.80%,-51.60%,10.90%,22.99%
VBTX,1.07,16.24,14.45,2.32,0.12,1.58,2.65%,6.80%,17.80%,-9.50%,2.60%
VC,9.06,-,29.79,-,0.90,-1.38,-,-9.60%,9.80%,-57.00%,0.10%
VCEL,12.21,30880.00,116.53,-,0.00,0.00,-,0.10%,-10.10%,2.80%,0.10%
VCIT,-,-,-,-,-,-,2.72%,-,-,-,-
VCLT,-,-,-,-,-,-,3.23%,-,-,-,-
VCNX,-,-,-,-,-,-1.70,-,113.00%,122.20%,21.50%,2.20%
VCSH,-,-,-,-,-,-,2.41%,-,-,-,-
VCTR,2.55,9.37,6.22,0.62,1.24,2.65,1.13%,32.60%,8.70%,115.10%,2.44%
VCVCU,-,-,-,-,-,-,-,-,-,-,-
VCYT,6.35,-,-,-,0.00,-0.68,-,-12.30%,-6.30%,-400.50%,0.90%
VECO,2.11,-,15.74,-,0.81,-0.86,-,-10.70%,-6.00%,104.80%,0.80%
VEON,-,-,5.88,-,-,-0.19,19.87%,-52.30%,13.10%,-,39.60%
VERB,3.11,-,-,-,0.21,-0.84,-,-183.30%,-113.50%,-32.00%,13.10%
VERBW,,,,,,,,,,,
VERI,22.76,-,-,-,0.00,-1.91,-,-122.70%,-132.10%,37.20%,3.20%
VERO,1.97,-,-,-,2.09,-2.88,-,-178.90%,-22.20%,89.90%,1.90%
VERU,20.12,-,-,-,0.42,-0.28,-,-57.40%,-32.00%,-259.90%,11.60%
VERX,23.23,-,158.41,-,0.01,-0.52,-,-,-52.60%,-273.00%,2.90%
VERY,0.75,-,-,-,0.14,-1.38,-,-10.20%,-8.40%,61.90%,10.69%
VETS,,,,,,,,,,,
VFF,3.59,-,-,-,-,-0.05,-,-,-,-,15.84%
VG,5.50,-,66.03,-,0.00,-0.10,-,-4.40%,1.30%,53.10%,4.90%
VGIT,-,-,-,-,-,-,1.64%,-,-,-,-
VGLT,-,-,-,-,-,-,1.88%,-,-,-,-
VGSH,-,-,-,-,-,-,1.36%,-,-,-,-
VIAC,1.58,9.20,8.84,-,1.35,4.05,2.58%,18.80%,13.10%,-2.40%,0.20%
VIACA,,,,,,,,,,,
VIAV,4.55,97.24,18.63,6.48,0.83,0.15,-,5.00%,4.00%,114.50%,1.00%
VICR,11.81,515.20,94.01,25.76,0.00,0.18,-,3.00%,6.30%,-8.10%,1.10%
VIE,4.85,-,-,-,0.00,-2.55,-,-34.00%,-25.30%,48.00%,0.20%
